대륙,국가,성별,총합계,0세-4세,5세-9세,10세-14세,15세-19세,20세-24세,25세-29세,30세-34세,35세-39세,40세-44세,45세-49세,50세-54세,55세-59세,60세-64세,65세-69세,70세-74세,75세-79세,80세이상
유럽주,아이슬란드,여성,318,1,2,13,18,62,48,30,16,24,22,32,21,14,6,5,4,0
유럽주,아이슬란드,제3의성,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
유럽주,유고슬라비아,남성,334,2,0,3,19,37,44,71,45,37,32,16,19,7,0,2,0,0
유럽주,유고슬라비아,여성,307,0,1,2,23,45,54,69,24,25,18,27,9,5,2,2,1,0
유럽주,몬테네그로,남성,442,0,1,0,6,31,94,75,81,49,29,27,24,12,11,2,0,0
유럽주,몬테네그로,여성,90,3,2,3,4,13,23,12,10,6,5,4,2,3,0,0,0,0
유럽주,아르메니아,남성,123,1,1,0,3,3,13,20,26,14,14,13,4,2,9,0,0,0
유럽주,아르메니아,여성,211,0,0,1,10,44,53,37,21,12,8,8,9,2,4,0,2,0
유럽주,몰도바,남성,95,1,0,1,14,10,14,9,10,8,13,6,4,3,2,0,0,0
유럽주,몰도바,여성,168,0,1,2,16,31,33,26,18,19,9,7,3,2,1,0,0,0
유럽주,코소보,남성,88,0,0,0,3,6,16,22,14,5,9,5,3,5,0,0,0,0
유럽주,코소보,여성,50,0,0,0,2,6,19,9,7,3,1,2,0,0,0,1,0,0
유럽주,리히텐슈타인,남성,51,3,0,1,2,4,9,6,9,4,6,3,1,1,0,0,2,0
유럽주,리히텐슈타인,여성,32,0,0,2,3,4,9,3,4,0,1,1,1,2,1,1,0,0
유럽주,안도라,남성,38,0,0,0,1,3,10,4,5,2,1,1,3,5,1,1,1,0
유럽주,안도라,여성,38,0,2,2,0,4,3,7,0,2,0,5,5,5,3,0,0,0
유럽주,모나코,남성,28,0,0,1,2,1,2,5,6,1,3,1,1,1,1,1,2,0
유럽주,모나코,여성,16,0,0,1,2,1,1,0,3,0,3,1,1,0,1,1,1,0
유럽주,산마리노,남성,21,0,1,0,3,3,2,1,0,2,5,3,0,1,0,0,0,0
유럽주,산마리노,여성,9,0,0,0,0,2,1,1,1,2,2,0,0,0,0,0,0,0
유럽주,교황청,남성,12,0,0,0,0,0,0,0,2,4,3,0,0,3,0,0,0,0
오세아니아주,오스트레일리아,남성,115499,2397,3609,4629,5101,8823,11057,11156,10390,10467,9594,9528,7439,6811,5921,4299,2875,1403
오세아니아주,오스트레일리아,여성,121911,2304,3535,5046,6203,11804,13476,10968,8710,9596,9026,9888,8125,7793,6923,4750,2662,1102
오세아니아주,오스트레일리아,제3의성,7,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0
오세아니아주,뉴질랜드,남성,20953,355,516,546,745,1159,2255,2679,2363,2037,1730,1384,1352,1438,1119,676,409,190
오세아니아주,뉴질랜드,여성,19730,374,501,664,822,1500,2214,2160,1705,1577,1258,1390,1613,1654,1227,625,306,140
오세아니아주,뉴질랜드,제3의성,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
오세아니아주,피지,남성,398,1,3,6,7,28,38,66,56,49,43,31,19,21,20,4,6,0
오세아니아주,피지,여성,358,1,5,3,16,35,53,53,44,45,32,26,22,12,7,4,0,0
오세아니아주,미이크로네시아,남성,159,2,4,6,4,10,15,18,19,15,17,14,21,4,4,5,1,0
오세아니아주,미이크로네시아,여성,158,0,3,5,13,15,17,14,7,22,24,11,14,9,1,3,0,0
오세아니아주,파푸아뉴기니,남성,185,0,0,4,1,1,4,10,26,29,30,26,26,21,4,3,0,0
오세아니아주,파푸아뉴기니,여성,105,0,0,2,2,7,8,17,11,20,18,11,4,2,3,0,0,0
오세아니아주,바누아투,남성,172,1,1,25,5,0,6,21,18,24,21,11,11,19,8,1,0,0
오세아니아주,바누아투,여성,96,0,2,36,7,6,5,6,7,14,4,4,4,0,0,0,0,1
오세아니아주,마샬군도,남성,89,3,0,8,5,3,7,6,8,2,16,14,4,6,4,3,0,0
오세아니아주,마샬군도,여성,77,3,0,0,4,3,15,7,15,11,8,4,3,2,1,1,0,0
오세아니아주,솔로몬군도,남성,100,0,0,0,2,3,7,7,28,20,18,5,3,4,2,0,1,0
오세아니아주,솔로몬군도,여성,48,0,0,1,5,5,3,11,2,3,9,1,0,4,4,0,0,0
오세아니아주,통가,남성,81,0,1,1,1,3,9,10,5,12,4,9,9,13,3,1,0,0
오세아니아주,통가,여성,58,0,0,1,1,6,15,5,6,9,5,4,5,1,0,0,0,0
오세아니아주,사모아,남성,73,0,0,0,1,4,21,11,5,7,11,6,3,1,1,1,1,0
오세아니아주,사모아,여성,41,0,0,1,2,4,5,5,7,5,8,1,1,2,0,0,0,0
오세아니아주,키리바시,남성,71,0,0,1,1,0,9,8,9,12,16,6,2,6,0,1,0,0
오세아니아주,키리바시,여성,34,0,0,0,2,7,3,3,2,6,6,3,1,1,0,0,0,0
오세아니아주,팔라우,남성,26,0,0,1,1,2,2,2,0,6,0,1,7,2,1,1,0,0
오세아니아주,팔라우,여성,76,1,0,1,8,8,10,6,9,4,8,7,7,5,1,1,0,0
오세아니아주,투발루,남성,68,0,0,0,0,3,10,16,16,15,1,2,4,1,0,0,0,0
오세아니아주,투발루,여성,12,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
오세아니아주,나우루,남성,27,0,0,0,1,1,3,2,0,1,6,3,5,2,3,0,0,0
오세아니아주,나우루,여성,19,0,2,0,0,3,1,3,4,0,3,0,1,0,2,0,0,0
아프리카주,남아프리카공화국,남성,5093,46,42,52,112,189,830,944,739,513,415,390,345,243,130,64,26,13
아프리카주,남아프리카공화국,여성,7154,39,50,49,166,617,2132,1599,740,427,314,322,261,230,123,51,22,12
아프리카주,이집트,남성,4022,41,39,35,61,122,359,646,801,766,484,323,187,80,59,15,4,0
아프리카주,이집트,여성,1275,41,40,48,61,152,219,214,215,97,67,47,35,19,12,8,0,0
아프리카주,모로코,남성,1654,17,12,14,36,196,313,334,209,119,101,89,95,48,47,14,5,5
아프리카주,모로코,여성,2639,8,16,21,85,565,791,536,180,107,80,59,63,56,39,27,6,0
아프리카주,나이지리아,남성,1656,13,10,11,16,37,106,181,255,245,254,231,182,76,24,11,4,0
아프리카주,나이지리아,여성,706,12,9,9,20,54,149,130,100,78,42,37,38,10,10,6,1,1
아프리카주,리비아,남성,1966,22,16,8,33,182,306,315,312,268,231,159,71,29,5,5,4,0
아프리카주,리비아,여성,127,15,13,11,9,9,21,14,6,5,7,4,8,2,2,0,0,1
아프리카주,케냐,남성,1147,2,7,17,19,44,115,199,168,161,116,115,101,51,19,8,3,2
아프리카주,케냐,여성,927,1,1,45,67,53,114,135,140,118,68,90,51,21,16,6,1,0
아프리카주,가나,남성,1525,3,4,8,6,40,132,233,253,256,194,190,129,55,13,6,2,1
아프리카주,가나,여성,424,6,5,11,4,20,72,72,68,50,39,34,24,10,6,2,1,0
아프리카주,튀니지,남성,831,6,4,8,22,61,145,157,126,103,56,29,38,28,24,18,5,1
아프리카주,튀니지,여성,982,9,8,22,36,106,246,209,120,54,40,23,36,41,23,8,0,1
아프리카주,에티오피아,남성,1237,10,18,10,11,55,200,250,222,181,117,75,56,13,9,7,0,3
아프리카주,에티오피아,여성,492,8,22,10,16,45,91,108,60,50,36,25,5,13,2,1,0,0
아프리카주,탄자니아,남성,1171,3,4,19,25,30,145,217,212,177,148,99,63,21,6,2,0,0
아프리카주,탄자니아,여성,432,4,3,14,23,24,66,85,61,52,39,25,20,13,2,0,1,0
아프리카주,알제리,남성,740,5,2,11,15,47,99,147,121,75,58,42,54,28,9,24,1,2
아프리카주,알제리,여성,461,4,6,4,19,73,131,83,64,28,13,7,10,8,8,2,1,0
아프리카주,우간다,남성,545,0,4,6,0,10,48,97,95,86,79,50,46,13,5,3,1,2
아프리카주,우간다,여성,310,1,5,8,5,18,46,59,52,35,33,23,19,5,1,0,0,0
아프리카주,르완다,남성,590,1,0,0,8,28,75,122,150,94,47,45,10,7,2,0,1,0
아프리카주,르완다,여성,224,2,1,2,15,18,48,46,37,20,21,7,4,1,2,0,0,0
아프리카주,모리셔스,남성,421,2,3,1,8,13,31,68,43,41,43,44,38,31,22,18,10,5
아프리카주,모리셔스,여성,388,3,3,9,15,28,46,49,51,25,19,25,35,31,29,12,7,1
아프리카주,카메룬,남성,449,5,6,1,5,9,36,88,104,62,54,30,26,8,8,4,3,0
아프리카주,카메룬,여성,270,4,1,1,8,17,38,52,51,39,20,13,9,6,5,4,1,1
아프리카주,코트디부아르,남성,476,0,2,2,6,10,27,53,54,70,65,91,41,35,11,8,0,1
아프리카주,코트디부아르,여성,213,0,2,9,9,27,28,26,20,29,17,18,13,7,5,1,1,1
아프리카주,짐바브웨,남성,344,0,1,1,13,19,33,36,63,59,32,27,34,20,3,1,1,1
아프리카주,짐바브웨,여성,211,2,1,1,10,9,34,34,31,36,20,13,8,8,2,1,1,0
아프리카주,세네갈,남성,352,1,1,3,5,8,15,58,82,58,55,29,17,11,8,0,1,0
아프리카주,세네갈,여성,128,2,1,2,3,21,24,28,8,18,6,7,4,3,0,1,0,0
아프리카주,부룬디,남성,347,4,2,1,0,16,53,98,82,43,21,13,11,2,1,0,0,0
아프리카주,부룬디,여성,85,2,0,0,0,11,24,22,12,3,2,6,2,1,0,0,0,0
아프리카주,콩고민주공화국,남성,290,1,1,1,2,20,28,52,42,38,36,19,17,16,13,4,0,0
아프리카주,콩고민주공화국,여성,136,1,1,1,8,27,19,16,13,19,10,8,6,7,0,0,0,0
아프리카주,앙골라,남성,286,0,2,1,4,5,18,33,61,38,40,26,24,21,7,6,0,0
아프리카주,앙골라,여성,119,0,4,6,3,3,18,13,14,18,16,7,6,8,3,0,0,0
아프리카주,마다가스카르,남성,171,2,3,2,4,12,44,15,15,27,24,8,9,2,4,0,0,0
아프리카주,마다가스카르,여성,200,1,2,3,5,23,47,40,28,22,11,10,1,6,1,0,0,0
아프리카주,잠비아,남성,220,1,3,4,11,7,17,25,23,28,28,42,10,15,4,0,1,1
아프리카주,잠비아,여성,143,0,2,3,19,4,13,17,16,27,15,12,4,7,3,1,0,0
아프리카주,수단,남성,271,1,2,0,4,17,35,29,50,39,39,19,9,15,12,0,0,0
아프리카주,수단,여성,72,1,3,1,1,6,16,16,11,5,3,0,5,3,0,1,0,0
아프리카주,모잠비크,남성,204,1,0,0,2,3,10,13,31,38,37,19,22,21,5,2,0,0
아프리카주,모잠비크,여성,131,0,0,2,14,13,12,7,9,24,12,17,12,8,1,0,0,0
아프리카주,에스와티니,남성,171,1,1,0,4,8,20,13,12,27,36,24,15,6,0,2,1,1
아프리카주,에스와티니,여성,156,0,0,4,2,6,12,21,26,27,23,22,8,2,1,2,0,0
아프리카주,보츠와나,남성,133,0,0,0,2,2,2,13,13,26,25,13,14,17,4,1,1,0
아프리카주,보츠와나,여성,141,1,1,1,4,8,23,29,12,20,8,9,20,3,2,0,0,0
아프리카주,가봉,남성,154,1,0,2,6,12,8,11,29,23,14,15,6,22,5,0,0,0
아프리카주,가봉,여성,117,2,2,2,9,18,11,14,9,17,9,8,11,3,1,1,0,0
아프리카주,말라위,남성,123,0,2,0,1,1,13,11,17,24,23,15,8,2,5,1,0,0
아프리카주,말라위,여성,88,4,2,2,2,0,10,19,10,19,6,7,4,1,1,1,0,0
아프리카주,라이베리아,남성,139,0,0,0,0,4,21,21,20,14,22,15,10,8,1,1,1,1
아프리카주,라이베리아,여성,66,3,0,0,0,9,12,8,15,7,4,5,3,0,0,0,0,0
아프리카주,토고,남성,136,1,0,0,1,2,9,24,9,34,20,11,16,6,3,0,0,0
아프리카주,토고,여성,38,0,1,1,2,6,6,4,4,1,7,2,2,2,0,0,0,0
아프리카주,기니,남성,114,3,2,0,0,7,18,30,11,12,15,11,3,0,2,0,0,0
아프리카주,기니,여성,37,1,1,0,3,12,6,8,2,0,2,0,1,1,0,0,0,0
아프리카주,말리,남성,124,1,1,0,0,5,19,32,30,12,8,4,7,5,0,0,0,0
아프리카주,말리,여성,26,0,0,0,1,9,3,5,3,1,1,0,1,2,0,0,0,0
아프리카주,적도기니,남성,107,0,2,0,0,2,5,7,16,16,18,16,11,9,3,0,1,1
아프리카주,적도기니,여성,41,1,0,0,2,0,2,7,11,5,1,3,3,3,0,3,0,0
아프리카주,베냉,남성,103,0,0,0,2,6,11,4,13,23,22,6,9,2,5,0,0,0
아프리카주,베냉,여성,41,0,0,0,0,9,12,4,2,5,3,3,2,1,0,0,0,0
아프리카주,시에라리온,남성,99,0,0,1,1,1,6,14,22,12,15,9,7,8,2,0,1,0
아프리카주,시에라리온,여성,43,0,6,1,0,3,6,7,6,3,6,0,3,0,0,2,0,0
아프리카주,부르키나파소,남성,100,0,0,2,10,3,8,17,13,11,11,7,8,3,4,3,0,0
아프리카주,부르키나파소,여성,27,0,0,1,8,4,6,3,2,1,2,0,0,0,0,0,0,0
아프리카주,나미비아,남성,59,0,0,0,0,6,3,5,4,4,18,4,11,3,0,0,1,0
아프리카주,나미비아,여성,59,0,0,0,2,1,7,7,13,8,9,4,7,1,0,0,0,0
아프리카주,레소토,남성,78,0,0,0,0,9,5,7,11,13,7,8,12,2,4,0,0,0
아프리카주,레소토,여성,38,0,0,0,1,2,1,3,7,6,10,5,3,0,0,0,0,0
아프리카주,감비아,남성,86,0,0,0,0,2,7,15,13,12,13,10,11,1,1,0,0,1
아프리카주,감비아,여성,29,0,0,0,2,3,2,3,10,3,2,1,1,1,0,1,0,0
아프리카주,콩고,남성,66,0,0,0,0,2,11,12,6,7,13,5,6,3,1,0,0,0
아프리카주,콩고,여성,25,0,2,0,0,4,5,3,3,3,2,1,1,0,1,0,0,0
아프리카주,세이셸,남성,39,0,0,1,1,1,3,7,8,1,3,2,5,4,1,2,0,0
아프리카주,세이셸,여성,46,1,1,0,0,2,6,8,1,8,3,4,6,5,1,0,0,0
아프리카주,모리타니,남성,60,0,0,0,0,3,1,6,13,6,6,6,5,6,7,1,0,0
아프리카주,모리타니,여성,6,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0
아프리카주,중앙아프리카공화국,남성,52,0,0,0,0,0,4,7,10,2,8,9,6,3,2,1,0,0
아프리카주,중앙아프리카공화국,여성,11,0,0,0,0,2,1,0,1,1,3,1,2,0,0,0,0,0
아프리카주,소말리아,남성,43,0,0,0,2,2,11,13,5,3,2,3,2,0,0,0,0,0
아프리카주,소말리아,여성,20,0,0,0,0,2,9,7,0,2,0,0,0,0,0,0,0,0
아프리카주,남수단공화국,남성,36,0,0,0,1,1,4,8,3,5,6,4,1,1,1,1,0,0
아프리카주,남수단공화국,여성,15,0,0,1,2,5,4,2,0,1,0,0,0,0,0,0,0,0
아프리카주,코모로,남성,36,0,0,0,0,0,0,5,6,5,7,0,7,2,4,0,0,0
아프리카주,코모로,여성,9,0,0,0,0,0,2,0,4,0,1,0,1,0,1,0,0,0
아프리카주,지부티,남성,27,0,1,0,0,0,1,2,7,2,2,3,2,4,2,1,0,0
아프리카주,지부티,여성,14,0,1,0,0,1,2,2,4,1,0,1,1,1,0,0,0,0
아프리카주,기니비사우,남성,26,0,0,0,0,1,2,2,5,2,2,2,1,5,3,0,1,0
아프리카주,기니비사우,여성,15,0,4,0,0,2,3,2,0,1,1,1,1,0,0,0,0,0
아프리카주,카보베르데,남성,22,2,0,0,0,0,2,0,2,2,8,1,2,2,1,0,0,0
아프리카주,카보베르데,여성,18,0,0,2,0,3,1,2,3,4,1,0,2,0,0,0,0,0
아프리카주,에리트레아,남성,29,0,0,0,1,0,0,4,3,2,4,4,5,0,2,0,4,0
아프리카주,에리트레아,여성,8,0,0,0,0,0,2,2,1,0,1,0,0,0,1,1,0,0
아프리카주,니제르,남성,19,0,0,0,1,1,0,6,0,3,3,4,0,0,0,1,0,0
아프리카주,니제르,여성,14,0,0,0,1,2,4,2,0,1,1,3,0,0,0,0,0,0
아프리카주,차드,남성,22,0,0,0,0,0,3,1,3,0,2,1,5,5,1,1,0,0
아프리카주,차드,여성,6,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0
아프리카주,상투메프린시페,남성,7,0,0,0,0,1,0,0,1,2,1,0,0,1,1,0,0,0
아프리카주,상투메프린시페,여성,5,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
기타,기타,남성,832,0,1,0,1,2,15,46,77,86,164,118,181,118,19,2,2,0
기타,기타,여성,671,0,0,0,0,12,19,70,74,95,129,130,65,59,9,7,2,0
