이름,세부카테고리,주소,위도,경도,전화번호,링크
"청소전문업체,사무실청소왁스,바닥청소,식당,상가청소,공장청소","지원,대행>청소",서울특별시 마포구 신정동,37.5433920,126.9305130,,
"주차장청소,계단청소,사무실청소,식당청소,정기청소","지원,대행>청소",서울특별시 중구 약수동,37.5524790,127.0090020,,
