이름,세부카테고리,주소,위도,경도,전화번호,링크
월드킹 구로점,"키즈카페,실내놀이터",서울특별시 구로구 경인로 393-7 2동 지하1층,37.4974484,126.8630394,,https://www.instagram.com/worldking_guro
타요키즈카페 보라매점,"키즈카페,실내놀이터",서울특별시 동작구 보라매로5가길 16 보라매아카데미타워 6층,37.4911449,126.9238913,,http://pf.kakao.com/_dhVgj
몬스터파크 수색점,"키즈카페,실내놀이터",서울특별시 은평구 수색로 217 4층,37.5796243,126.8987247,,https://www.instagram.com/monpark_ss
