이름,세부카테고리,주소,위도,경도,전화번호,링크
최원석의돼지한판&amp;화식한우 구의점,"한식>육류,고기요리",서울특별시 광진구 아차산로 478,37.5403894,127.0949628,,http://www.instagram.com/pig_k.o
화기애애 본점,"한식>육류,고기요리",서울특별시 광진구 아차산로31길 16,37.5418215,127.0696696,,https://app.catchtable.co.kr/ct/shop/hkee_ku
부대찌개대사관 구로디지털본점,"한식>찌개,전골",서울특별시 구로구 디지털로33길 12 1층 104호,37.4864437,126.8959214,,https://www.instagram.com/_embassyofficial/
봉고기,"한식>육류,고기요리",서울특별시 구로구 경인로 619-3 푸르지오 3차 아파트 상가 1층,37.5068693,126.8838985,,http://pf.kakao.com/_GnjSK
새벽집 양곱창,"한식>곱창,막창,양",서울특별시 구로구 경인로 619-60 1층 (신도림동) 신도림맛집 새벽집양곱창,37.5073149,126.8843639,,
더족발 신도림본점,"한식>족발,보쌈",서울특별시 구로구 경인로 619-3 신도림3차푸르지오아파트 상가 1층 더족발,37.5065715,126.8840032,,https://www.instagram.com/sindorim_thejokbal/
반달수산,한식>생선회,서울특별시 구로구 디지털로32길 97-9,37.4834953,126.9006552,,
크랩회피쉬 구로디지털단지점,한식>생선회,서울특별시 구로구 디지털로32가길 25 1층 102-4호,37.4822973,126.8989564,,
한옥집 숯불갈비 서울본점,"한식>육류,고기요리",서울특별시 금천구 시흥대로141길 71 1층,37.4760703,126.8976798,,https://blog.naver.com/hanokjip_beef
강강술래 시흥점,"한식>육류,고기요리","서울특별시 금천구 시흥대로 193 아람아이씨티타워 1층,2층",37.4509191,126.9014603,,https://sullai.com/
문정곱창 가산본점,"한식>곱창,막창,양","서울특별시 금천구 디지털로12길 37 1층 103, 104호",37.4771674,126.8902678,,
푸름상회,한식>돼지고기구이,서울특별시 금천구 시흥대로52길 18 1층 푸름상회,37.4522600,126.9025431,,https://app.catchtable.co.kr/ct/shop/pureum_meat
원다정 왕소금구이,한식>돼지고기구이,서울특별시 금천구 시흥대로48길 1 1층,37.4510585,126.9029904,,https://www.instagram.com/wdj_gogizip
감동식당 노원본점,"한식>육류,고기요리",서울특별시 노원구 한글비석로47길 58 1층,37.6615727,127.0666127,,https://blog.naver.com/gamdong_sikdang
강강술래 상계점,"한식>육류,고기요리",서울특별시 노원구 동일로 1628 상계동강강술래,37.6738690,127.0560876,,https://sullai.com/
중계고기파티 노원본점,"한식>육류,고기요리",서울특별시 노원구 중계로12길 6 중계고기파티 노원본점,37.6476552,127.0811453,,https://www.instagram.com/gogipart365
신가네칼국수,"한식>칼국수,만두",서울특별시 노원구 공릉로65길 10 신가네칼국수,37.6355821,127.0704332,,https://youtube.com/
다함닭갈비 노원역직영점,한식>닭갈비,서울특별시 노원구 상계로3길 38-6 1층 다함닭갈비 노원역직영점,37.6579425,127.0629148,,https://www.instagram.com/dahamnowon
장안동 본참치,한식>생선회,서울특별시 노원구 동일로174길 7 1층,37.6188607,127.0759566,,
하누소 창동본점,한식>소고기구이,서울특별시 도봉구 노해로 327,37.6515124,127.0448206,,https://www.hanuso.co.kr/
고기굽는베베,"한식>육류,고기요리",서울특별시 도봉구 도봉로 723,37.6691316,127.0432372,,https://www.youtube.com/channel/UC68Vo9ML9eyrF6UrNeSqg7g
소통애 창동본점,"한식>육류,고기요리",서울특별시 도봉구 도봉로136가길 73 104동 107호,37.6554896,127.0424164,,https://blog.naver.com/redjjang7
미스터빽실장 쌍문본점,한식>생선회,서울특별시 도봉구 도봉로 458 1층 미스터빽실장,37.6465498,127.0338876,,https://baemin.me/pt8IuqvCik
대문한정식,한식>한정식,서울특별시 도봉구 시루봉로 139-6,37.6637487,127.0275749,,https://www.instagram.com/bang_hak_daemoo
나정순할매쭈꾸미,한식>주꾸미요리,서울특별시 동대문구 무학로 144,37.5771000,127.0306874,,
서파넓적갈비 용두점,"한식>육류,고기요리",서울특별시 동대문구 천호대로31길 16 탑빌딩 1층,37.5742256,127.0407500,,https://www.instagram.com/seopa_galbi
호감해장,한식>해장국,서울특별시 동대문구 홍릉로1길 17 1층 제 15호 호감해장,37.5807452,127.0438819,,https://www.instagram.com/hogam_haejang
제주미향해장 본점,한식>해장국,서울특별시 동대문구 경동시장로10길 46 1층,37.5812891,127.0432545,,https://www.instagram.com/jejumihyang_cheongnyangni/
거복이식당 회기 본점,한식>돼지고기구이,서울특별시 동대문구 경희대로3길 6,37.5927676,127.0521778,,http://www.instagram.com/geobokye_sikdang
본참치,한식>생선회,서울특별시 동대문구 장한로 20 2층,37.5630162,127.0659756,,
일등수산,한식>생선회,서울특별시 동대문구 전농로10길 20,37.5746632,127.0584739,,
대가참치,한식>생선회,서울특별시 동대문구 천호대로85길 11 대가참치,37.5626419,127.0661158,,
육태기 사당본점,"한식>육류,고기요리",서울특별시 동작구 사당로30길 115 1층,37.4797403,126.9808177,,https://kko.to/EKipNCu4Gj
서일순대국,"한식>순대,순댓국",서울특별시 동작구 여의대방로22길 20,37.4974702,126.9209446,,
화설 이수직영점,"한식>육류,고기요리",서울특별시 동작구 동작대로25길 13 1~2층,37.4862698,126.9812202,,https://app.catchtable.co.kr/ct/shop/hwaseol.isu
이곱착한고기 사당본점,"한식>육류,고기요리",서울특별시 동작구 동작대로3길 6,37.4784778,126.9811425,,
꿀때기곱창,"한식>곱창,막창,양",서울특별시 동작구 동작대로7길 84 1층,37.4777841,126.9781198,,
손선장 노량진점,한식>생선회,서울특별시 동작구 노들로 674 남3문 활어 17-19호/38-39호 손선장,37.5146821,126.9385812,,https://captainson.co.kr/
푸른바다,한식>생선회,"서울특별시 동작구 노들로 674 노량진수산시장 2층 활어 2-16, 2-17호",37.5148693,126.9368431,,http://instagram.com/chaehyoyoung
노량진수산시장 독도수산,한식>생선회,"서울특별시 동작구 노들로 674 노량진수산시장 1층 2호, 3호, 4호",37.5148693,126.9368431,,https://www.dokdofisheries.com/
홍대 육지,"한식>육류,고기요리",서울특별시 마포구 독막로3길 34 1F,37.5497425,126.9174273,,https://www.instagram.com/plzloveyookji
곱 마포직영점,"한식>곱창,막창,양",서울특별시 마포구 도화길 31-1,37.5410047,126.9493851,,https://www.instagram.com/gop.mapo/
을밀대 평양냉면,한식>냉면,서울특별시 마포구 숭문길 24,37.5474904,126.9455004,,
금성회관 합정본점,"한식>육류,고기요리",서울특별시 마포구 양화로6길 78 1층,37.5483547,126.9184193,,http://www.gumseong.com/
육몽 홍대본점,"한식>육류,고기요리",서울특별시 마포구 양화로16길 19 1-3층,37.5531962,126.9206933,,
우월소곱창 마포직영점,"한식>곱창,막창,양","서울특별시 마포구 마포대로 73 1층 111, 112, 113호",37.5422382,126.9489664,,http://pf.kakao.com/_uWUaG
숙성회 화도,한식>생선회,서울특별시 마포구 독막로6길 5 1층 숙성회 화도,37.5476934,126.9177010,,https://app.catchtable.co.kr/ct/shop/hwado
대포찜닭 신촌본점,한식>찜닭,서울특별시 서대문구 연세로 27-1 대성빌딩 3층,37.5581395,126.9367166,,https://www.instagram.com/daepo_zzimdak/
리정원 연희점,"한식>육류,고기요리",서울특별시 서대문구 연희맛로 4,37.5658550,126.9286242,,
리정원 신촌점,"한식>육류,고기요리",서울특별시 서대문구 명물길 59 1층 리정원,37.5591466,126.9393882,,
다성 대게킹크랩,한식>게요리,서울특별시 서대문구 신촌로11길 6,37.5569605,126.9330011,,
청송함흥냉면전문점,한식>냉면,서울특별시 서대문구 연희맛로 6,37.5659401,126.9287944,,
탐라도야지 교대역본점,"한식>육류,고기요리",서울특별시 서초구 서초대로50길 82 정원빌딩,37.4896170,127.0136468,,https://tamnapig.jalib.site/
진밀옥 교대직영점,"한식>육류,고기요리",서울특별시 서초구 서초대로50길 104 코랜드빌딩,37.4885548,127.0137972,,https://www.instagram.com/seocho_gamgyeok_sidae
우대옥 사당본점,한식>소고기구이,서울특별시 서초구 방배천로4길 15-17 1층,37.4787972,126.9833236,,https://www.instagram.com/woodaeok
옛골토성 청계산점,한식>돼지고기구이,서울특별시 서초구 청계산로 434,37.4304533,127.0709125,,https://blog.naver.com/tosunglife
삼육가 사당역직영점,"한식>육류,고기요리",서울특별시 서초구 방배천로 10 동화빌딩,37.4774221,126.9829227,,https://app.catchtable.co.kr/ct/shop/36ga_sd
진구곱창 강남역본점,"한식>곱창,막창,양",서울특별시 서초구 서초대로75길 37 1층 진구곱창,37.5007431,127.0248770,,https://blog.naver.com/kimjingu_
마루심 반포점,"한식>장어,먹장어요리",서울특별시 서초구 고무래로10길 10 청구빌딩 1층,37.5019278,127.0105785,,http://marusim.co.kr/
소문난성수감자탕,한식>감자탕,서울특별시 성동구 연무장길 45,37.5428370,127.0543870,,
싹쓰리곱창 성수본점,"한식>곱창,막창,양",서울특별시 성동구 뚝섬로 408 1층,37.5384690,127.0559049,,http://instagram.com/ssack.3
강남면옥 성수점,한식>냉면,서울특별시 성동구 성수일로 77 서울숲it밸리 1층 110호,37.5477087,127.0506378,,http://강남면옥.kr
금뚜껑,"한식>육류,고기요리",서울특별시 성북구 동소문로22길 64 1층,37.5902558,127.0186056,,https://app.catchtable.co.kr/ct/shop/goldttukkeong
밀탄 성신여대 본점,"한식>육류,고기요리",서울특별시 성북구 보문로34길 60 1층 밀탄,37.5908824,127.0187090,,
남해바다마차,한식>생선회,서울특별시 성북구 한천로78길 71 2층 남해바다마차,37.6135526,127.0649678,,https://pf.kakao.com/_gtPVxj
잠실장어와 한우,"한식>장어,먹장어요리",서울특별시 송파구 백제고분로7길 46 지하1층,37.5107247,127.0838553,,https://app.catchtable.co.kr/ct/shop/jamsiljanguhhanwoo
함경도찹쌀순대,"한식>순대,순댓국",서울특별시 송파구 송파대로28길 32,37.4948188,127.1213661,,
고도식 본점,"한식>육류,고기요리",서울특별시 송파구 백제고분로45길 28,37.5103652,127.1086207,,https://app.catchtable.co.kr/ct/shop/godosik_songpa
봉열소곱창 문정본점,"한식>곱창,막창,양",서울특별시 송파구 송파대로 111 202c동 148호 봉열소곱창,37.4808686,127.1245345,,https://app.catchtable.co.kr/ct/shop/bongyeolsogobchang
유천냉면 본점,한식>냉면,서울특별시 송파구 강동대로3길 22,37.5285094,127.1155717,,https://yoochun.co.kr/
서래냉면 롯데월드몰점,한식>냉면,서울특별시 송파구 올림픽로 300 롯데월드몰 5층,37.5134975,127.1045573,,https://www.instagram.com/seorae.jamsil/
가헌생갈비 목동본점,"한식>육류,고기요리",서울특별시 양천구 목동동로 222-3 1층,37.5254432,126.8721525,,
일미락 목동본점,한식>돼지고기구이,서울특별시 양천구 목동동로 226-16,37.5254115,126.8729620,,http://ilmirack.com/
탄연,한식>돼지고기구이,서울특별시 양천구 신정중앙로 94-1 1층 탄연,37.5262857,126.8622844,,https://www.instagram.com/tanyeon_mokdong/
오목교곱창 목동본점,"한식>곱창,막창,양",서울특별시 양천구 목동동로 226-13 1층 오목교곱창,37.5255779,126.8728589,,https://catchtable.co.kr/omokgyo_official
순백회관 목동본점,"한식>순대,순댓국","서울특별시 양천구 오목로 337-20 1층, 2층",37.5255374,126.8753622,,http://sunbaekhall.kr
오목집 목동본점,"한식>족발,보쌈",서울특별시 양천구 목동서로 155 목동파라곤 지하상가,37.5294394,126.8752936,,http://www.sgfco.kr/
쭈꾸미도사 오목교점,한식>주꾸미요리,서울특별시 양천구 오목로 313-3 1층,37.5254059,126.8723897,,https://www.instagram.com/jjuggumidosaㅡ_omokgyo
진주집,한식>국수,서울특별시 영등포구 국제금융로6길 33 지하 1층,37.5206924,126.9268251,,
브라더매운갈비찜 본점,"한식>육류,고기요리",서울특별시 영등포구 선유로 33 문래대림아파트 상가 101호 브라더매운갈비찜,37.5171757,126.8879018,,https://blog.naver.com/brothrt833
문래 골목집,한식>오리요리,서울특별시 영등포구 도림로125길 34 1층,37.5133865,126.8931051,,https://smartstore.naver.com/streetduck1990
또순이네집,한식>소고기구이,서울특별시 영등포구 선유로47길 16 오오1004빌딩,37.5357958,126.8953676,,
원조호수삼계탕,"한식>백숙,삼계탕",서울특별시 영등포구 도림로 276 원조호수삼계탕,37.5026579,126.9043894,,
영등포꽃삼,한식>돼지고기구이,서울특별시 영등포구 영중로4길 6 1층 영등포꽃삼,37.5171088,126.9070373,,https://www.instagram.com/flower_ydpork
몽탄,"한식>육류,고기요리",서울특별시 용산구 백범로99길 50,37.5360103,126.9722500,,http://www.mongtan.co.kr
남영돈,한식>돼지고기구이,서울특별시 용산구 한강대로80길 17 남영돈,37.5427593,126.9738012,,
도야집 용산본점,한식>돼지고기구이,서울특별시 용산구 한강대로52길 27 1층,37.5318105,126.9726360,,http://www.instagram.com/doyajib_
명동교자 이태원점,"한식>칼국수,만두",서울특별시 용산구 녹사평대로 136,37.5308785,126.9909658,,http://www.mdkj.co.kr
가야밀냉면해물칼국수 본점,한식>냉면,서울특별시 은평구 대서문길 36 북한산성상가 A동 106호,37.6558159,126.9476228,,https://app.catchtable.co.kr/ct/shop/gayamilmyun
옥탑방,한식>돼지고기구이,서울특별시 은평구 서오릉로 115 1층 옥탑방,37.6098069,126.9193074,,https://app.catchtable.co.kr/ct/shop/oktopbang?type=WAITING&currentSuggestionType=SHOP_NAME
송추가마골 은평1호점,"한식>육류,고기요리",서울특별시 은평구 북한산로 276 예강1,37.6542338,126.9400976,,https://blog.naver.com/scgmg
아우성황소곱창,"한식>곱창,막창,양",서울특별시 은평구 연서로29길 14-12 1층,37.6194020,126.9191954,,
제일곱창 연신내직영점,"한식>곱창,막창,양",서울특별시 은평구 연서로29길 20-11 1층 제일곱창,37.6197294,126.9185790,,https://catchtable.co.kr/gop_master
육회어때 응암점,"한식>육류,고기요리",서울특별시 은평구 응암로11길 15 1층,37.5888626,126.9150509,,https://blog.naver.com/howaboutyukhoe
두루올순대,"한식>순대,순댓국",서울특별시 은평구 은평로9길 13 캐스텔가든 두루올순대,37.6015173,126.9213909,,https://youtube.com/@duruall
횟집울릉도,한식>생선회,서울특별시 은평구 서오릉로 29-4 1층,37.6035220,126.9247950,,
은평어시장&amp;포장전문점,한식>생선회,서울특별시 은평구 응암로 169,37.5872796,126.9163180,,
대박수산,한식>생선회,서울특별시 은평구 연서로 247,37.6194414,126.9223743,,
구산역어촌어시장,한식>생선회,서울특별시 은평구 연서로 152,37.6124283,126.9177495,,
순대실록 대학로본점,"한식>순대,순댓국",서울특별시 종로구 동숭길 113 1층,37.5829946,127.0036997,,https://www.instagram.com/sundaesilrok/
토속촌 삼계탕,"한식>백숙,삼계탕",서울특별시 종로구 자하문로5길 5 토속촌,37.5776587,126.9716148,,http://www.tosokchon.co.kr/
진옥화할매원조닭한마리,한식>닭요리,서울특별시 종로구 종로40가길 18,37.5703500,127.0057389,,http://www.darkhanmari.co.kr/
잘빠진메밀 서촌 본점,한식>막국수,서울특별시 종로구 자하문로11길 4,37.5796715,126.9709994,,https://smartstore.naver.com/jalppajin-mill
잘빠진메밀 서순라길점,한식>막국수,서울특별시 종로구 율곡로8길 73 잘빠진메밀 서순라길점,37.5740448,126.9915043,,https://smartstore.naver.com/jalppajin-mill
진주육회 본점,"한식>육류,고기요리",서울특별시 종로구 동호로 403-22,37.5704396,127.0012606,,
은성횟집,한식>생선회,서울특별시 종로구 창경궁로 88,37.5703661,127.0001802,,
서촌계단집,"한식>해물,생선요리",서울특별시 종로구 자하문로1길 15,37.5764305,126.9714587,,
명동교자 본점,"한식>칼국수,만두",서울특별시 중구 명동10길 29,37.5625491,126.9856025,,http://www.mdkj.co.kr/
명동교자 1호점,"한식>칼국수,만두",서울특별시 중구 명동10길 10 명동교자,37.5634828,126.9851666,,http://www.mdkj.co.kr/
우래옥,한식>냉면,서울특별시 중구 창경궁로 62-29,37.5682697,126.9987029,,
진주회관,한식>국수,서울특별시 중구 세종대로11길 26,37.5623209,126.9745130,,
금성회관 서울시청직영점,"한식>육류,고기요리",서울특별시 중구 남대문로1길 30 1층,37.5623316,126.9774892,,https://www.instagram.com/gumseong5
화육계,한식>닭발,서울특별시 중구 을지로14길 21 1층,37.5653151,126.9921891,,http://instagram.com/hwk0806
오장동흥남집 본점,한식>냉면,서울특별시 중구 마른내로 114 흥남집,37.5643768,127.0005287,,http://www.오장동흥남집.com
오장동함흥냉면,한식>냉면,서울특별시 중구 마른내로 108 오장동함흥냉면,37.5643109,126.9999668,,
우기식당 바다 을지로점,한식>생선회,서울특별시 중구 충무로5길 18 1층 우기식당,37.5653584,126.9918100,,
VIP참치 서울시청점,한식>생선회,서울특별시 중구 세종대로22길 16 뉴서울호텔 2층,37.5679223,126.9781825,,https://smartstore.naver.com/viptuna_ko
임금돼지 태릉,"한식>육류,고기요리",서울특별시 중랑구 동일로 932 2단지상가 103호,37.6137228,127.0774620,,https://app.catchtable.co.kr/ct/shop/kingpork
꿀삼겹 본점,한식>돼지고기구이,서울특별시 중랑구 봉우재로 139,37.5932941,127.0883823,,https://www.instagram.com/honey_sam_gyeop
여봉닭발 중랑본점,한식>닭발,서울특별시 중랑구 망우로30길 40 여봉닭발,37.5916967,127.0750243,,https://blog.naver.com/yeobong1985
다함닭갈비 먹골역직영점,한식>닭갈비,서울특별시 중랑구 공릉로 32 1층 다함닭갈비,37.6134757,127.0781068,,https://linktr.ee/dahammeokgol
고기반햄반김치찌개&amp;김치찜 상봉본점,"한식>찌개,전골",서울특별시 중랑구 상봉로 76 1층 고기반햄반김치찌개&김치찜,37.5925912,127.0935624,,https://www.instagram.com/gobanhamban_sangbong
참치왕양승호,한식>생선회,서울특별시 중랑구 망우로 316 110.111호(상봉동.이지팰리스),37.5965986,127.0877021,,https://www.instagram.com/tunaking001__010_4100_1864/
왕새우직판장 상봉점,"한식>해물,생선요리",서울특별시 중랑구 봉우재로 118 1층,37.5924492,127.0861367,,http://www.kingshrimp.co.kr
진미평양냉면,한식>냉면,서울특별시 강남구 학동로 305-3,37.5161247,127.0360501,,
아쭈,한식>주꾸미요리,서울특별시 강남구 강남대로112길 15 다다무역빌딩 2층 아쭈,37.5056233,127.0256281,,http://bbsj.kr/아쭈
팔당족발,"한식>족발,보쌈",서울특별시 강남구 학동로45길 7 201호,37.5167428,127.0378859,,http://paldangjokbal.jalib.site/
신사만장어,"한식>장어,먹장어요리",서울특별시 강남구 도산대로1길 10,37.5174010,127.0201484,,https://blog.naver.com/mercigod0422
양재족발 참족,"한식>족발,보쌈",서울특별시 강남구 도곡로2길 14 1층,37.4887831,127.0331974,,https://tiktok.com/@freeman3030
뱅뱅막국수,한식>국수,"서울특별시 강남구 도곡로 112 서한빌딩, 1층",37.4897257,127.0327984,,https://youtube.com/@bangbang_tv1?si=JVxBRG4--LfVAX0Q
밀란국수 개포본점,한식>국수,서울특별시 강남구 개포로28길 4,37.4785571,127.0491151,,
목포명가 율현본점,한식>생선회,서울특별시 강남구 밤고개로23길 22,37.4738096,127.1085517,,
추오정남원추어탕 수서점,한식>추어탕,서울특별시 강남구 밤고개로14길 13,37.4814070,127.1039800,,
보쌈애칼국수 강남자곡본점,"한식>족발,보쌈",서울특별시 강남구 자곡로 172 강남엑슬루프라임 1층 116호,37.4734580,127.1026386,,
백제추어탕 본점,한식>추어탕,서울특별시 강동구 양재대로 1406,37.5314616,127.1381672,,https://www.youtube.com/watch?v=gyh8pVk35OA
토속한방삼계탕,"한식>백숙,삼계탕",서울특별시 강동구 천호대로 1152 105동 101호,37.5335310,127.1392420,,
숯불갈비 화랑골,"한식>육류,고기요리",서울특별시 강동구 고덕로 429-1 1층,37.5577873,127.1735124,,https://app.catchtable.co.kr/ct/shop/hwaranggol
광선집 까치산역 본점,"한식>육류,고기요리",서울특별시 강서구 곰달래로 149 소망빌딩 1층,37.5308509,126.8496922,,https://app.catchtable.co.kr/ct/shop/gwangseonj_B.J
윤가네 역전오리 마곡발산점,한식>오리요리,서울특별시 강서구 강서로56길 24,37.5593853,126.8400777,,https://www.instagram.com/yeokjeon52
고향옥얼큰순대국 가양점,"한식>순대,순댓국",서울특별시 강서구 양천로 401 A동 114호 고향옥얼큰순대국,37.5653099,126.8482619,,http://www.instagram.com/gohyangok._.b
서울꽃삼 발산본점,한식>돼지고기구이,서울특별시 강서구 강서로52길 16 1층 서울꽃삼,37.5576930,126.8389438,,http://instagram.com/seoul_kkotsam/
흥한수산,한식>생선회,서울특별시 강서구 발산로 24 강서농수산물시장 B-24호,37.5527985,126.8187468,,
가포수산,한식>생선회,"서울특별시 강서구 발산로 24 수협직판장 C-2,3,4",37.5528090,126.8187452,,https://www.instagram.com/gapo_crab?igsh=MXVoMjFzc2VxYXRyeQ==
신갯마을,한식>생선회,서울특별시 강서구 발산로 24 수협 2층,37.5528089,126.8187451,,
메이필드호텔 봉래헌,한식>한정식,서울특별시 강서구 방화대로 94 메이필드호텔 봉래헌,37.5478973,126.8179710,,https://app.catchtable.co.kr/ct/shop/bongraeheon
사당역 힘찬정육식당,"한식>육류,고기요리",서울특별시 관악구 남현1길 58 1층 사당역 힘찬정육식당,37.4757841,126.9804850,,
복돈이 부추삼겹살,한식>돼지고기구이,서울특별시 관악구 남현1길 68-14 1층,37.4751363,126.9812139,,
우월소곱창 신도림본점,"한식>곱창,막창,양",서울특별시 구로구 경인로 631 1층,37.5073619,126.8853732,,http://pf.kakao.com/_MxdhxmK
신도림 이도식당,한식>닭갈비,서울특별시 구로구 경인로 661 신도림1차푸르지오 2층,37.5092078,126.8874977,,https://www.instagram.com/yido_sikdang
송림가,한식>한정식,서울특별시 구로구 경인로 398 송림가,37.4970259,126.8645470,,https://smartstore.naver.com/songlimga
목돈72 개봉직영점,한식>돼지고기구이,"서울특별시 구로구 개봉로20길 54 1층, 2층",37.4934421,126.8574397,,
할머니추어탕,한식>추어탕,서울특별시 구로구 개봉로19길 39 개봉동청송빌딩,37.4935679,126.8559104,,
갈비도락 구로항동점,"한식>육류,고기요리","서울특별시 구로구 서해안로 2070 2층, 3층",37.4780028,126.8211687,,
수목원국수,한식>국수,서울특별시 구로구 연동로 255 1층,37.4834358,126.8220885,,https://www.instagram.com/mjkim5000?igsh=MTFyem50dmt0YmRsOA==
개화,한식>생선회,서울특별시 구로구 디지털로27길 83 개화,37.4842296,126.8894023,,https://www.instagram.com/gaehwa_guro/
반야비빔밥 세이브존노원점,한식>비빔밥,서울특별시 노원구 한글비석로 57,37.6366167,127.0689293,,
닭한마리 공릉본점,한식>닭요리,서울특별시 노원구 동일로 1020,37.6212520,127.0747069,,https://seodeok.co.kr
황금정원,한식>쌈밥,서울특별시 도봉구 방학로 312 황금정원,37.6629591,127.0177493,,
옹기꽃게장,한식>게요리,서울특별시 도봉구 도봉산4가길 14-9,37.6885138,127.0412921,,
성천 막국수,한식>막국수,서울특별시 동대문구 답십리로48나길 2,37.5699005,127.0577734,,
장안동 먹깨비 간장게장 해물아구찜,한식>게요리,서울특별시 동대문구 장한로 92 1층,37.5687090,127.0697084,,https://smartstore.naver.com/meokkkae_b
할머니냉면,한식>냉면,서울특별시 동대문구 왕산로37길 53,37.5823366,127.0436903,,
안동집 손칼국시,"한식>칼국수,만두",서울특별시 동대문구 고산자로36길 3 신관 지하1층,37.5790378,127.0391428,,
회기왕갈비탕,한식>갈비탕,서울특별시 동대문구 이문로 54 1층 회기왕갈비탕,37.5920924,127.0575168,,https://www.instagram.com/galbitang_1028
꽃피는고기,"한식>육류,고기요리",서울특별시 마포구 와우산로13길 49-3 1층,37.5485342,126.9210255,,
고고갈비 홍대점,"한식>육류,고기요리",서울특별시 마포구 독막로 77 1층,37.5479355,126.9221025,,https://www.instagram.com/gogogalbi77
찌개의정석 마포성산동점,"한식>백반,가정식",서울특별시 마포구 월드컵북로23길 9,37.5645025,126.9117889,,
우리바다수산,한식>생선회,서울특별시 마포구 월드컵로 102,37.5577265,126.9089111,,
사위식당 공덕점,"한식>곱창,막창,양",서울특별시 마포구 마포대로 109 지하1층 B121호,37.5446449,126.9504094,,https://app.catchtable.co.kr/ct/shop/sawee4242
황금콩밭,한식>두부요리,서울특별시 마포구 마포대로16길 9,37.5509597,126.9567133,,https://app.catchtable.co.kr/ct/shop/goldcong?from=share&type=VISIT_RESERVATION
곱창파는고깃집 공덕본점,"한식>육류,고기요리",서울특별시 마포구 마포대로 173-14 마포센텀슬로우스퀘어 401호,37.5509462,126.9536301,,https://app.catchtable.co.kr/ct/shop/gpg201709?from=share&type=WAITING
도화곱창,"한식>곱창,막창,양",서울특별시 마포구 새창로2길 13 1층,37.5413816,126.9494134,,https://app.catchtable.co.kr/ct/shop/dohwagopchang
고도식 마포점,"한식>육류,고기요리",서울특별시 마포구 마포대로1길 16,37.5396681,126.9431616,,https://app.catchtable.co.kr/ct/shop/godosik_mapo
모연 마포본점,한식>소고기구이,서울특별시 마포구 토정로 318 영우빌딩 1층 모연 마포본점,37.5395090,126.9438139,,https://g.co/kgs/iv8qBN
청기와타운 마포점,"한식>육류,고기요리",서울특별시 마포구 토정로 296 1층,37.5406904,126.9421107,,https://www.instagram.com/c_town.mapo?igsh=MXFmdDBlam4ycWZseA%3D%3D&utm_source=qr
원조 조박집 본관,"한식>육류,고기요리",서울특별시 마포구 토정로 313-1 1층동,37.5399382,126.9438630,,https://app.catchtable.co.kr/ct/shop/jobakzib_official
연희동칼국수 본점,"한식>칼국수,만두",서울특별시 서대문구 연희맛로 37,37.5681839,126.9307635,,
촌놈,한식>돼지고기구이,서울특별시 종로구 대학로8가길 48,37.5829574,127.0023479,,https://blog.naver.com/chssha1029
어머니와 아들,한식>닭요리,서울특별시 서대문구 홍은중앙로 100-1 1층 어머니와 아들,37.5993647,126.9486875,,https://www.instagram.com/sanghoon_kwon84
포방터쭈꾸미,한식>주꾸미요리,서울특별시 서대문구 홍은중앙로 100-35 1층,37.5993456,126.9488913,,https://smartstore.naver.com/phobangteojjukumi
모래내설농탕본점,"한식>곰탕,설렁탕",서울특별시 서대문구 모래내로 271,37.5771319,126.9280632,,
산천마루,"한식>백숙,삼계탕",서울특별시 서대문구 세검정로1길 21,37.5925590,126.9428649,,
맛있는칼국수,"한식>칼국수,만두",서울특별시 서대문구 불광천길 150 1층,37.5819180,126.9089080,,
정동추어탕,한식>추어탕,서울특별시 중구 새문안로 30 정동 추어탕,37.5678784,126.9690209,,
삼산회관 양재본점,"한식>육류,고기요리",서울특별시 서초구 남부순환로356길 39 1층 101호 삼산회관 양재본점,37.4831936,127.0383963,,https://www.youtube.com/@samsan_yangjae
부안애서 청계본점,한식>돼지고기구이,서울특별시 서초구 청계산로 223,37.4457382,127.0574743,,https://blog.naver.com/buanaes
한남동감자탕 신금호역 직영점,한식>감자탕,서울특별시 성동구 무수막길 95 솔베이그빌딩 지하1층,37.5541956,127.0198994,,
한우마을,한식>소고기구이,서울특별시 성동구 고산자로24길 11 진아빌딩2층 한우마을,37.5700937,127.0386988,,https://www.instagram.com/majangdong_hanwoomeaul/
인생한우,한식>소고기구이,서울특별시 성동구 마장로31길 43 2층,37.5701572,127.0382183,,
갈비명가이상 돈암본관,"한식>육류,고기요리",서울특별시 성북구 정릉로 364,37.6015310,127.0236114,,https://www.instagram.com/esang1982
맛찬들왕소금구이 길음점,"한식>육류,고기요리","서울특별시 성북구 길음로 11 107, 108, 112, 113, 114, 115호",37.6035370,127.0229927,,https://matwang-gileum.jalib.site/
제주고깃집 성북구청점,한식>돼지고기구이,서울특별시 성북구 보문로 144 1층,37.5879008,127.0182789,,
석호갈비 신설동본점,한식>소고기구이,서울특별시 성북구 보문로 42 1층,37.5794124,127.0227823,,https://www.instagram.com/_seokhogalbi_
갈치전문식당,한식>생선구이,서울특별시 성북구 종암로36길 52 아납아파트 상가 102호,37.6059714,127.0343861,,
주은감자탕,한식>감자탕,서울특별시 송파구 삼학사로 71,37.5036876,127.0968527,,
임금돼지 잠실,"한식>육류,고기요리",서울특별시 송파구 송파대로 471 1층 101호,37.5080991,127.1041092,,https://www.instagram.com/kingpork_offcial
