이름,세부카테고리,주소,위도,경도,전화번호,링크
쥬라리움 금천점,"여행,명소>동물원",서울특별시 금천구 두산로 71 3층 쥬라리움,37.4706228,126.8956736,,https://zoorarium.com/geumcheon
주렁주렁 동물원 영등포점,"여행,명소>동물원","서울특별시 영등포구 영중로 15 타임스퀘어 4층, 5층",37.5170771,126.9043973,,https://blog.naver.com/zoolungtime
