이름,세부카테고리,주소,위도,경도,전화번호,링크
안스베이커리 롯데몰 은평점,"카페,디저트>베이커리",서울특별시 은평구 통일로 1050 롯데몰 은평점 1층 안스베이커리,37.6378504,126.9180781,,https://www.instagram.com/ansbakery_/
파리바게뜨 구산역점,"카페,디저트>베이커리",서울특별시 은평구 서오릉로 140 (대조동),37.6112495,126.9176421,,https://www.paris.co.kr/
투썸플레이스 연신내점,"카페,디저트>카페","서울특별시 은평구 연서로 223 2, 3층",37.6185095,126.9199124,,https://mo.twosome.co.kr/
서촌 금상고로케,"카페,디저트>베이커리",서울특별시 종로구 자하문로9길 24,37.5795180,126.9697116,,https://www.instagram.com/seochonkumsang
런던베이글뮤지엄 안국,"카페,디저트>베이커리",서울특별시 종로구 북촌로4길 20,37.5792099,126.9862130,,https://app.catchtable.co.kr/ct/shop/london_bagel_museum_anguk
라파리나 서촌본점,"카페,디저트>베이커리",서울특별시 종로구 자하문로 44 라파리나,37.5799955,126.9715365,,https://www.instagram.com/lafarina.bagel
아베베 베이커리 서울,"카페,디저트>베이커리","서울특별시 종로구 청계천로 201 1, 2, 3층",37.5695463,126.9999438,,https://www.instagram.com/bakery_abebe
파리크라상 광화문점,"카페,디저트>베이커리",서울특별시 종로구 종로 1 교보생명빌딩 1층,37.5709477,126.9778787,,https://pariscroissantorder.com
아티스트베이커리 안국,"카페,디저트>베이커리",서울특별시 종로구 율곡로 45 1층,37.5762555,126.9843435,,https://www.instagram.com/artistbakery/
스타벅스 한국프레스센터점,"카페,디저트>카페",서울특별시 중구 세종대로 124 (태평로1가),37.5672475,126.9780493,,http://www.starbucks.co.kr/
태극당,"카페,디저트>베이커리",서울특별시 중구 동호로24길 7,37.5595531,127.0051314,,https://smartstore.naver.com/tgd_1946
스타벅스 무교로점,"카페,디저트>카페",서울특별시 중구 무교로 15 (무교동),37.5672207,126.9790766,,http://www.starbucks.co.kr/
덕수궁 리에제와플,"카페,디저트>와플",서울특별시 중구 덕수궁길 5,37.5648235,126.9764916,,https://smartstore.naver.com/liegewaffle1/
스타벅스 환구단점,"카페,디저트>카페",서울특별시 중구 소공로 112 (소공동),37.5645988,126.9792301,,http://www.starbucks.co.kr/
옵스 롯데소공점,"카페,디저트>베이커리",서울특별시 중구 남대문로 81 롯데백화점 본점 지하 1층,37.5649944,126.9816422,,http://ops.co.kr
뚜레쥬르 본점,"카페,디저트>베이커리",서울특별시 중구 동호로 330 씨제이제일제당센터,37.5636840,127.0029254,,http://www.tlj.co.kr/
스타벅스 상봉점,"카페,디저트>카페","서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)",37.5973442,127.0925290,,http://www.starbucks.co.kr/
스타벅스 사가정역점,"카페,디저트>카페",서울특별시 중랑구 면목로 310,37.5797368,127.0880094,,http://www.starbucks.co.kr/
스타벅스 상봉역점,"카페,디저트>카페",서울특별시 중랑구 망우로 307 (상봉동),37.5968900,127.0864700,,http://www.starbucks.co.kr/
스타벅스 중랑구청점,"카페,디저트>카페",서울특별시 중랑구 신내로 72,37.6054807,127.0955905,,http://www.starbucks.co.kr/
파리바게뜨 면목역점,"카페,디저트>베이커리",서울특별시 중랑구 면목로 414,37.5888239,127.0876454,,http://www.paris.co.kr/
